year,month,day,hour,min,second,validity,source,earthquake_mag,country,name,lat,lng,water_height,tsunami_mag_lida,tsunami_intensity,death_nbr,injuries_nbr,damage_mill,damage_code,house_destroyed,house_code
1995,8,16,10,27,28.6,definite tsunami,Earthquake,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-5.799,154.178,0.28,-1,-1.5,0,0,0,0,0,0
1995,9,14,14,4,31.4,probable tsunami,Earthquake,7.4,MEXICO,S. MEXICO,16.779,-98.597,0.4,-1.3,-1,0,0,0,0,0,0
1995,10,9,15,35,53.9,definite tsunami,Earthquake,8,MEXICO,S. MEXICO,19.055,-104.205,11,2.3,2.5,1,0,0,1,0,1
1995,10,18,10,37,26.3,definite tsunami,Earthquake,7.1,JAPAN,RYUKYU ISLANDS,27.929,130.175,2.59,0.8,1.5,0,0,0,1,0,0
1995,10,19,2,41,36.1,definite tsunami,Earthquake and Landslide,6.8,JAPAN,RYUKYU ISLANDS,28.094,130.148,1.5,0.6,0.5,0,0,0,0,0,0
1995,11,1,0,35,32.7,definite tsunami,Earthquake,6.7,CHILE,NORTHERN CHILE,-28.906,-71.417,0.1,-3.3,-3,0,0,0,0,0,0
1995,11,22,4,15,11.9,probable tsunami,Earthquake,7.2,EGYPT,EGYPT,28.826,34.799,0.1,0,0,0,0,0,0,0,0
1995,12,3,18,1,8.9,definite tsunami,Earthquake,7.9,RUSSIA,S. KURIL ISLANDS,44.663,149.3,1.1,0.1,0.5,0,0,0,0,0,0
1996,1,1,8,5,10.8,definite tsunami,Earthquake,7.9,INDONESIA,SULAWESI,0.729,119.931,3.43,2.3,1.8,9,63,1.2,2,400,3
1996,2,17,5,59,30.5,definite tsunami,Earthquake,8.2,INDONESIA,IRIAN JAYA,-0.891,136.952,7.7,2.9,1.8,110,100,4.2,2,0,4
1996,2,21,12,51,1.3,definite tsunami,Earthquake,7.5,PERU,N. PERU,-9.593,-79.587,5.1,2.3,1.9,12,57,0,1,15,1
1996,2,25,3,8,15.8,definite tsunami,Earthquake,7.1,MEXICO,MEXICO,15.978,-98.07,0.1,-3.3,-3,0,0,0,0,0,0
1996,6,10,4,3,35.4,definite tsunami,Earthquake,7.9,USA,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,0,0.5,0,0,0,0,0,0
1996,6,10,15,24,56,definite tsunami,Earthquake,7.3,USA,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,-3.3,-1.5,0,0,0,0,0,0
1996,9,4,18,16,1.9,definite tsunami,Earthquake,5.7,JAPAN,HONSHU ISLAND,31.555,139.931,0.3,-2.3,-2,0,0,0,0,0,0
1996,9,5,8,14,14.4,definite tsunami,Earthquake,6.9,CHILE,EASTER ISLAND REGION,-22.118,-113.436,0.09,-3.3,-2.5,0,0,0,0,0,0
1996,9,5,23,42,6,definite tsunami,Earthquake,6.8,TAIWAN,TAIWAN REGION,21.898,121.498,0.11,0,0,0,0,0,0,0,0
1996,10,18,10,50,20.8,definite tsunami,Earthquake,6.6,JAPAN,KYUSHU ISLAND,30.568,131.093,0.2,-2.3,-2.5,0,0,0,0,0,0
1996,10,19,14,44,40.7,definite tsunami,Earthquake,6.7,JAPAN,KYUSHU ISLAND,31.885,131.468,0.55,0.1,0.5,0,0,0,0,0,0
1996,11,12,16,59,44,definite tsunami,Earthquake,7.7,PERU,S. PERU,-14.993,-75.675,0.4,-1.7,-1,0,0,0,0,0,0
1996,12,2,22,17,59.2,definite tsunami,Earthquake,6.7,JAPAN,SEA OF JAPAN,31.789,131.314,0.2,-2.3,-2,0,0,0,0,0,0
1997,4,21,12,2,26.4,definite tsunami,Earthquake,7.7,SOLOMON ISLANDS,SANTA CRUZ IS. VANUATU,-12.584,166.676,3,-2.3,-2,0,0,0,1,7,1
1997,7,9,19,24,13.1,probable tsunami,Earthquake,7,VENEZUELA,CARIACO-CUMANA,10.598,-63.486,0,0,0,0,0,0,0,0,0
1997,9,30,6,27,24.7,definite tsunami,Earthquake,6.2,JAPAN,S. OF HONSHU ISLAND,31.959,141.878,0.03,0,0,0,0,0,0,0,0
1997,10,14,9,53,18.1,definite tsunami,Earthquake,7.7,TONGA,TONGA ISLANDS,-22.1,-176.77,0.1,0,0,0,0,0,0,0,0
1997,12,5,11,26,54.6,definite tsunami,Earthquake,7.8,RUSSIA,KAMCHATKA,54.841,162.035,8,0.6,0.5,0,0,0,0,0,0
1998,3,25,3,12,25,probable tsunami,Earthquake,8.1,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,0.01,0,0,0,0,0,0,0,0
1998,5,3,23,30,21.9,definite tsunami,Earthquake,7.5,TAIWAN,TAIWAN: SOUTHEAST OF,22.306,125.308,0.13,0,0,0,0,0,0,0,0
1998,7,17,8,49,16.1,definite tsunami,Earthquake and Landslide,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-2.943,142.582,15.03,0,0,1636,1000,0,3,0,3
1998,11,29,14,10,31.9,questionable tsunami,Earthquake,7.7,INDONESIA,"TALIABU ISLAND,",-2.071,124.891,2.75,0,0,0,0,0,0,0,0
1999,8,17,0,1,39.1,definite tsunami,Earthquake,7.6,TURKEY,"KOCAELI, TURKEY",40.76,29.97,2.52,0,0,155,0,0,2,0,0
1999,11,26,13,21,15.5,definite tsunami,Earthquake,7.5,VANUATU,VANUATU ISLANDS,-16.423,168.214,6.6,0,0,5,0,0,3,0,3
2000,4,5,4,36,59.8,questionable tsunami,Earthquake,5.5,GREECE,CRETE,34.22,25.69,0.5,0,0,0,0,0,0,0,0
2000,5,4,4,21,16.2,definite tsunami,Earthquake,7.6,INDONESIA,SULAWESI,-1.105,123.573,6,0,0,0,0,0,3,0,0
2000,6,18,14,44,13.3,definite tsunami,Earthquake,7.9,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,0,0,0,0,0,0,0,0
2000,7,1,7,1,55.5,definite tsunami,Earthquake,6.1,JAPAN,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,0,0,0,0,0,0,0,0
2000,7,15,1,30,30.5,definite tsunami,Earthquake,6.1,JAPAN,HONSHU: S COAST,34.319,139.26,0.07,0,0,0,0,0,0,0,0
2000,7,30,12,25,45.5,definite tsunami,Earthquake,6.5,JAPAN,HONSHU: S COAST,33.901,139.376,0.14,0,0,0,0,0,0,0,0
2000,11,16,4,54,55.9,definite tsunami,Earthquake,8,PAPUA NEW GUINEA,BISMARCK SEA,-4.001,152.327,3,0,0,0,0,0,2,0,0
2001,1,13,17,33,32.3,probable tsunami,Earthquake,7.7,EL SALVADOR,EL SALVADOR,13.049,-88.66,0.25,0,0,0,0,0,0,0,0
2001,6,23,20,33,14.1,definite tsunami,Earthquake,8.4,PERU,S. PERU,-16.265,-73.641,8.8,0,0,26,0,0,4,2000,4
2001,10,12,5,2,34,definite tsunami,Earthquake,6.1,CANADA,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,0,0,0,0,0,0,0,0
2001,12,18,4,2,58.2,definite tsunami,Earthquake,6.8,TAIWAN,TAIWAN,23.954,122.734,0.12,0,0,0,0,0,0,0,0
2002,1,2,17,22,48.7,definite tsunami,Earthquake,7.2,VANUATU,VANUATU ISLANDS,-17.6,167.856,3,-4.64,-4.14,0,0,0,0,0,0
2002,3,5,21,16,9.1,definite tsunami,Earthquake,7.5,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3,0,0,0,0,0,1,0,0
2002,3,26,3,45,48.7,probable tsunami,Earthquake,6.4,JAPAN,JAPAN,23.346,124.09,0.05,0,0,0,0,0,0,0,0
2002,3,31,6,52,50.4,definite tsunami,Earthquake,7.1,TAIWAN,TAIWAN,24.279,122.179,0.2,0,0,0,0,0,0,0,0
2002,9,8,18,44,25.5,definite tsunami,Earthquake,7.6,PAPUA NEW GUINEA,BISMARCK SEA,-3.26,142.94,5.5,0.58,1.08,0,0,0,1,0,1
2002,9,13,22,28,29.4,definite tsunami,Earthquake,6.5,INDIA,"ANDAMAN ISLANDS, INDIA",13.036,93.068,0,0,0,0,0,0,1,0,0
2002,10,10,10,50,20.5,very doubtful tsunami,Earthquake,7.6,INDONESIA,IRIAN JAYA,-1.757,134.297,5,2.32,2.82,0,0,0,0,0,0
2003,1,20,8,43,6,definite tsunami,Earthquake,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.491,160.77,2,0,0,0,0,0,0,0,0
2003,1,22,2,6,34.6,definite tsunami,Earthquake,7.5,MEXICO,S. MEXICO,18.77,-104.104,0.61,0,0.5,0,0,0,0,0,0
2003,5,21,18,44,20.1,definite tsunami,Earthquake,6.8,ALGERIA,N. ALGERIA,36.964,3.634,3,1,1.5,0,0,0,2,0,3
2003,5,27,17,11,28.8,definite tsunami,Earthquake,5.7,ALGERIA,ALGIERS,36.939,3.578,0.08,0,0,0,0,0,0,0,0
2003,8,21,12,12,49.7,definite tsunami,Earthquake and Landslide,7.2,NEW ZEALAND,SOUTH ISLAND,-45.104,167.144,0.15,0,0,0,0,0,0,0,0
2003,9,25,19,50,6.3,definite tsunami,Earthquake,8.3,JAPAN,HOKKAIDO ISLAND,41.815,143.91,4.4,0,0,2,0,0,1,0,0
2003,10,31,1,6,28.2,definite tsunami,Earthquake,7,JAPAN,E. HONSHU ISLAND,37.812,142.619,0.32,0,0,0,0,0,0,0,0
2003,11,17,6,43,6.8,definite tsunami,Earthquake,7.8,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,0,0,0,0,0,0,0,0
2003,12,27,4,55,25.4,definite tsunami,Earthquake,6.1,NEW CALEDONIA,LOYALTY ISLANDS,-22.107,169.35,0.15,0,0,0,0,0,0,0,0
2004,1,28,22,15,30.7,definite tsunami,Earthquake,6.7,INDONESIA,SERAM ISLAND,-3.12,127.4,0,0,0,0,0,0,0,0,0
2004,2,11,8,15,3.8,definite tsunami,Earthquake,5.3,JORDAN,DEAD SEA,31.675,35.551,1,0,0,0,0,0,0,0,0
2004,9,5,10,7,7.8,definite tsunami,Earthquake,7.2,JAPAN,SOUTH COAST HONSHU ISLAND,33.07,136.618,0.63,0,0,0,0,0,0,0,0
2004,9,5,14,57,18.6,definite tsunami,Earthquake,7.4,JAPAN,SOUTH COAST HONSHU ISLAND,33.184,137.071,0.93,0,0,0,0,0,0,0,0
2004,11,2,10,2,12.8,definite tsunami,Earthquake,6.6,CANADA,VANCOUVER ISLAND,49.277,-128.772,0.06,0,0,0,0,0,0,0,0
2004,11,11,21,26,41.1,definite tsunami,Earthquake,7.5,INDONESIA,KEPULAUAN ALOR,-8.152,124.868,2,0,0,0,0,0,1,0,0
2004,11,21,11,41,7.7,definite tsunami,Earthquake,6.3,GUADELOUPE (FRENCH TERRITORY),"BASSE-TERRE, LES SAINTES",15.679,-61.706,0.7,0,0,0,0,0,0,0,0
2004,11,22,20,26,23.9,definite tsunami,Earthquake,7.1,NEW ZEALAND,PUYSEGUR TRENCH,-46.676,164.721,0,0,0,0,0,0,0,0,0
2004,11,28,18,32,14.1,definite tsunami,Earthquake,7,JAPAN,HOKKAIDO ISLAND,43.006,145.119,0.12,0,0,0,0,0,0,0,0
2004,12,23,14,59,4.4,definite tsunami,Earthquake,8.1,AUSTRALIA,MACQUARIE ISLAND,-49.312,161.345,0.3,0,0,0,0,0,0,0,0
2004,12,26,0,58,53.4,definite tsunami,Earthquake,9.1,INDONESIA,OFF W. COAST OF SUMATRA,3.316,95.854,50.9,0,0,227899,0,10000,4,0,3
2005,1,19,6,11,36.4,definite tsunami,Earthquake,6.6,JAPAN,E. HONSHU ISLAND,34.064,141.491,0.39,0,0,0,0,0,0,0,0
2005,2,14,18,5,59.3,probable tsunami,Earthquake,5.8,GUADELOUPE (FRENCH TERRITORY),DOMINICA PASSAGE,15.775,-61.744,0,0,0,0,0,0,0,0,0
2005,3,28,16,9,36.5,definite tsunami,Earthquake,8.6,INDONESIA,INDONESIA,2.085,97.108,4.2,0,0,10,0,0,1,0,0
2005,4,10,10,29,11.2,definite tsunami,Earthquake,6.7,INDONESIA,KEPULAUAN MENTAWAI,-1.644,99.607,0.4,0,0,0,0,0,0,0,0
2005,6,15,2,50,53.1,definite tsunami,Earthquake,7.2,USA,N. CALIFORNIA,41.301,-125.97,0.1,0,0,0,0,0,0,0,0
2005,8,16,2,46,28.4,definite tsunami,Earthquake,7.2,JAPAN,E. COAST HONSHU ISLAND,38.276,142.039,0.05,0,0,0,0,0,0,0,0
2005,11,14,21,38,51.4,definite tsunami,Earthquake,7,JAPAN,E. COAST HONSHU ISLAND,38.107,144.896,0.42,0,0,0,0,0,0,0,0
2006,3,14,6,57,33.8,definite tsunami,Earthquake,6.7,INDONESIA,SERAM ISLAND,-3.595,127.214,3.5,0,0,4,0,0,2,241,3
2006,5,3,15,26,40.2,definite tsunami,Earthquake,8,TONGA,TONGA,-20.187,-174.123,0.27,0,0,0,0,0,0,0,0
2006,7,17,8,19,28.7,definite tsunami,Earthquake,7.7,INDONESIA,SOUTH OF JAVA,-9.254,107.411,20.9,0,0,802,498,55,4,1623,4
2006,9,28,6,22,9.7,definite tsunami,Earthquake,6.9,SAMOA,SAMOA ISLANDS,-16.592,-172.033,0.08,0,0,0,0,0,0,0,0
2006,10,15,17,7,49.2,definite tsunami,Earthquake,6.7,USA,HAWAII,19.878,-155.935,0.1,0,0,0,0,0,0,0,0
2006,11,15,11,14,13.5,definite tsunami,Earthquake,8.3,RUSSIA,S. KURIL ISLANDS,46.592,153.266,21.9,0,0,0,1,0,2,0,0
2006,12,26,12,26,21.4,definite tsunami,Earthquake,7,CHINA,TAIWAN,21.799,120.547,0.07,0,0,0,0,0,0,0,0
2007,1,13,4,23,21.1,definite tsunami,Earthquake,8.1,RUSSIA,S. KURIL ISLANDS,46.243,154.524,0.4,0,0,0,0,0,0,0,0
2007,3,25,0,40,1.6,definite tsunami,Earthquake,7.1,VANUATU,VANUATU ISLANDS,-20.617,169.357,0.08,0,0,0,0,0,0,0,0
2007,3,25,0,41,57.8,definite tsunami,Earthquake,6.7,JAPAN,HONSHU: W COAST,37.336,136.588,0.1,0,0,0,0,0,0,0,0
2007,4,1,20,39,56.3,definite tsunami,Earthquake,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.46,157.044,12.1,0,0,50,0,0,3,2500,4
2007,4,21,17,53,46.3,definite tsunami,Earthquake and Landslide,6.2,CHILE,SOUTHERN CHILE,-45.285,-72.606,50,0,0,8,0,0,1,0,0
2007,7,16,1,13,22,definite tsunami,Earthquake,6.6,JAPAN,HONSHU: W COAST,37.57,138.478,0,0,0,0,0,0,0,0,0
2007,8,2,2,37,42.3,definite tsunami,Earthquake,6.2,RUSSIA,TATAR STRAIT,47.116,141.798,3.2,0,0,0,0,0,0,0,0
2007,8,2,3,21,42.8,definite tsunami,Earthquake,6.7,USA,"ALEUTIAN ISLANDS, AK",51.307,-179.971,0.03,0,0,0,0,0,0,0,0
2007,8,15,23,40,57.8,definite tsunami,Earthquake,8,PERU,S. PERU,-13.386,-76.603,10.05,0,0,3,0,0,1,0,1
2007,9,2,1,5,18.1,definite tsunami,Earthquake,7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.61,165.762,0.05,0,0,0,0,0,0,0,0
2007,9,12,11,10,26.8,definite tsunami,Earthquake,8.4,INDONESIA,SUMATRA,-4.438,101.367,5,0,0,0,0,0,1,0,0
2007,9,30,5,23,34,definite tsunami,Earthquake,7.4,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,0.25,0,0,0,0,0,0,0,0
2007,11,14,15,40,50.5,definite tsunami,Earthquake,7.7,CHILE,NORTHERN CHILE,-22.247,-69.89,0.28,0,0,0,0,0,0,0,0
2007,11,29,19,0,20.4,very doubtful tsunami,Earthquake,7.4,MARTINIQUE (FRENCH TERRITORY),MARTINIQUE,14.944,-61.274,0,0,0,0,0,0,0,0,0
2007,12,9,7,28,20.8,definite tsunami,Earthquake,7.8,KERMADEC ISLANDS,KERMADEC ISLANDS,-25.996,-177.514,0.03,0,0,0,0,0,0,0,0
2008,2,25,8,36,33,definite tsunami,Earthquake,6.5,INDONESIA,SUMATRA,-2.486,99.972,0.12,0,0,0,0,0,0,0,0
2008,4,9,12,46,12.7,definite tsunami,Earthquake,7.3,NEW CALEDONIA,LOYALTY ISLANDS,-20.071,168.892,0.16,0,0,0,0,0,0,0,0
2008,4,28,18,33,34.2,very doubtful tsunami,Earthquake,6.4,VANUATU,VANUATU ISLANDS,-19.941,168.953,0.03,0,0,0,0,0,0,0,0
2008,5,12,6,28,1.5,event that only caused a seiche or disturbance in an inland river,Earthquake,7.9,CHINA,SICHUAN PROVINCE,31.002,103.322,0,0,0,0,0,0,0,0,0
2008,7,19,2,39,28.7,definite tsunami,Earthquake,6.9,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0.2,0,0,0,0,0,0,0,0
2008,9,11,0,20,50.9,definite tsunami,Earthquake,6.8,JAPAN,HOKKAIDO ISLAND,41.892,143.754,0.09,0,0,0,0,0,0,0,0
2008,11,16,17,2,32.7,definite tsunami,Earthquake,7.3,INDONESIA,SULAWESI,1.271,122.091,0.13,0,0,0,0,0,0,0,0
2009,1,3,19,43,50.6,definite tsunami,Earthquake,7.6,INDONESIA,NEAR NORTH COAST,-0.414,132.885,0.39,0,0,0,0,0,0,0,0
2009,1,3,22,33,40.2,probable tsunami,Earthquake,7.3,INDONESIA,NEAR NORTH COAST,-0.691,133.305,0,0,0,0,0,0,0,0,0
2009,1,15,17,49,39,definite tsunami,Earthquake,7.4,RUSSIA,KAMCHATKA,46.857,155.154,0.11,0,0,0,0,0,0,0,0
2009,2,11,17,34,50.8,definite tsunami,Earthquake,7.2,INDONESIA,CELEBES SEA,3.884,126.397,0.13,0,0,0,0,0,0,0,0
2009,3,19,18,17,40.9,definite tsunami,Earthquake,7.6,TONGA,TONGA,-23.046,-174.659,0.15,0,0,0,0,0,0,0,0
2009,5,28,8,24,45,definite tsunami,Earthquake,7.3,HONDURAS,OFF COAST OF HONDURAS,16.72,-86.236,4,0,0,0,0,0,0,0,0
2009,7,15,9,22,29,definite tsunami,Earthquake,7.8,NEW ZEALAND,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,0.47,0,0,0,0,0,0,0,0
2009,8,10,19,55,35.6,probable tsunami,Earthquake,7.5,INDIA,ANDAMAN ISLANDS,14.099,92.888,0.01,0,0,0,0,0,0,0,0
2009,8,10,20,7,9.1,definite tsunami,Earthquake,6.4,JAPAN,HONSHU: S COAST,34.743,138.264,0.6,0,0,0,0,0,0,0,0
2009,8,16,7,38,21.7,definite tsunami,Earthquake,6.7,INDONESIA,SUMATRA,-1.479,99.49,0.18,0,0,0,0,0,0,0,0
2009,9,29,17,48,10.9,definite tsunami,Earthquake,8.1,SAMOA,SAMOA ISLANDS,-15.489,-172.095,22.35,0,0,192,7,285,4,0,0
2009,9,30,10,16,9.2,definite tsunami,Earthquake,7.5,INDONESIA,SUMATRA,-0.72,99.867,0.27,0,0,0,0,0,0,0,0
2009,10,7,22,3,14.4,definite tsunami,Earthquake,7.6,VANUATU,VANUATU ISLANDS,-13.006,166.51,0.29,0,0,0,0,0,0,0,0
2010,1,3,21,48,5.3,definite tsunami,Earthquake,6.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,0.01,0,0,0,0,0,0,0,0
2010,1,3,22,36,27.9,definite tsunami,Earthquake,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,7.52,0,0,0,0,0,1,0,1
2010,1,5,12,15,32.2,definite tsunami,Earthquake,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,0.03,0,0,0,0,0,0,0,0
2010,1,12,21,53,10,definite tsunami,Earthquake and Landslide,7,HAITI,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,3.21,0,0,7,0,0,1,0,1
2010,2,26,20,31,26.9,probable tsunami,Earthquake,7,JAPAN,RYUKYU ISLANDS,25.93,128.425,0.1,0,0,0,0,0,0,0,0
2010,2,27,6,34,11.5,definite tsunami,Earthquake,8.8,CHILE,CENTRAL CHILE,-36.122,-72.898,29,0,0,156,12000,30000,4,0,0
2010,3,11,14,39,43.9,definite tsunami,Earthquake,6.9,CHILE,CENTRAL CHILE,-34.29,-71.891,0.14,0,0,0,0,0,0,0,0
2010,4,6,22,15,1.5,definite tsunami,Earthquake,7.8,INDONESIA,SUMATRA,2.383,97.048,0.44,0,0,0,0,0,0,0,0
2010,6,12,19,26,50.4,definite tsunami,Earthquake,7.5,INDIA,LITTLE NICOBAR ISLAND,7.881,91.936,0.03,0,0,0,0,0,0,0,0
2010,8,10,5,23,44.9,definite tsunami,Earthquake,7.2,VANUATU,VANUATU ISLANDS,-17.541,168.069,0.23,0,0,0,0,0,0,0,0
2010,8,13,21,19,33,definite tsunami,Earthquake,6.9,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.484,141.476,0.07,0,0,0,0,0,0,0,0
2010,10,25,14,42,22,definite tsunami,Earthquake,7.8,INDONESIA,SUMATRA,-3.487,100.082,16.9,0,0,431,0,39,4,700,3
2010,12,21,17,19,40.6,definite tsunami,Earthquake,7.4,JAPAN,BONIN ISLANDS,26.901,143.698,0.13,0,0,0,0,0,0,0,0
2010,12,25,13,16,37,definite tsunami,Earthquake,7.3,VANUATU,VANUATU ISLANDS,-19.702,167.947,4.1,0,0,0,4,0,1,0,0
2011,1,9,10,3,44.2,definite tsunami,Earthquake,6.5,VANUATU,VANUATU ISLANDS,-19.157,168.311,0.03,0,0,0,0,0,0,0,0
2011,2,11,20,5,30.7,definite tsunami,Earthquake,6.8,CHILE,CENTRAL CHILE,-36.474,-73.125,0.15,0,0,0,0,0,0,0,0
2011,2,21,23,51,42.3,questionable tsunami,Earthquake and Landslide,6.1,NEW ZEALAND,SOUTH ISLAND,-43.583,172.68,3.5,0,0,0,0,0,0,0,0
2011,3,9,2,45,20.3,definite tsunami,Earthquake,7.5,JAPAN,HONSHU ISLAND,38.435,142.842,0.6,0,0,0,0,0,0,0,0
2011,3,11,5,46,24.1,definite tsunami,Earthquake,9.1,JAPAN,HONSHU ISLAND,38.297,142.372,38.9,0,0,18434,6157,220085.456,4,123661,4
2011,4,7,14,32,43.2,definite tsunami,Earthquake,7.1,JAPAN,E. COAST HONSHU ISLAND,38.276,141.588,0.08,0,0,0,0,0,0,0,0
2011,6,24,3,9,39.4,definite tsunami,Earthquake,7.3,USA,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.836,0.1,0,0,0,0,0,0,0,0
2011,7,6,19,3,18.2,definite tsunami,Earthquake,7.6,NEW ZEALAND,KERMADEC ISLANDS,-29.539,-176.34,1.2,0,0,0,0,0,0,0,0
2011,7,10,0,57,10.8,definite tsunami,Earthquake,7,JAPAN,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,0.09,0,0,0,0,0,0,0,0
2011,8,20,16,55,2.5,definite tsunami,Earthquake,7.1,VANUATU,VANUATU ISLANDS,-18.365,168.143,0.18,0,0,0,0,0,0,0,0
2011,8,20,18,19,23.5,definite tsunami,Earthquake,7,VANUATU,VANUATU ISLANDS,-18.311,168.218,0.18,0,0,0,0,0,0,0,0
2011,9,2,10,55,53.5,definite tsunami,Earthquake,6.8,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,0.06,0,0,0,0,0,0,0,0
2011,10,21,17,57,16.1,definite tsunami,Earthquake,7.4,NEW ZEALAND,KERMADEC ISLANDS,-28.993,-176.238,0.14,0,0,0,0,0,0,0,0
2012,2,2,13,34,40.6,definite tsunami,Earthquake,7,VANUATU,VANUATU ISLANDS,-17.827,167.133,0.08,0,0,0,0,0,0,0,0
2012,3,9,7,9,50.9,probable tsunami,Earthquake,6.7,VANUATU,OFF EAST COAST OF VANUATU,-19.125,169.613,0,0,0,0,0,0,0,0,0
2012,3,14,9,8,35.1,definite tsunami,Earthquake,6.9,JAPAN,HOKKAIDO ISLAND,40.887,144.944,0.2,0,0,0,0,0,0,0,0
2012,3,20,18,2,47.4,definite tsunami,Earthquake,7.4,MEXICO,S. MEXICO,16.493,-98.231,0.2,0,0,0,0,0,0,0,0
2012,4,11,8,38,36.7,definite tsunami,Earthquake,8.6,INDONESIA,OFF W. COAST OF N SUMATRA,2.327,93.063,0,0,0,0,0,0,0,0,0
2012,4,11,10,43,10.8,definite tsunami,Earthquake,8.2,INDONESIA,OFF W. COAST OF N SUMATRA,0.802,92.463,0,0,0,0,0,0,0,0,0
2012,4,14,22,5,26.4,definite tsunami,Earthquake,6.3,VANUATU,VANUATU ISLANDS,-18.972,168.741,0,0,0,0,0,0,0,0,0
2012,8,27,4,37,19.4,definite tsunami,Earthquake,7.3,EL SALVADOR,EL SALVADOR-NICARAGUA,12.139,-88.59,6.3,0,0,0,40,0,1,0,0
2012,8,31,12,47,33.3,definite tsunami,Earthquake,7.6,PHILIPPINES,PHILIPPINE ISLANDS,10.811,126.638,0.15,0,0,0,0,0,0,0,0
2012,9,5,14,42,7.8,definite tsunami,Earthquake,7.6,COSTA RICA,COSTA RICA,10.085,-85.315,0.16,0,0,0,0,0,0,0,0
2012,10,28,3,4,8.8,definite tsunami,Earthquake,7.7,CANADA,BRITISH COLUMBIA,52.788,-132.101,12.98,0,0,1,0,0,0,0,0
2012,11,7,16,35,46.9,definite tsunami,Earthquake,7.3,GUATEMALA,GUATEMALA,13.988,-91.895,0.35,0,0,0,0,0,0,0,0
2012,12,7,8,18,23.1,definite tsunami,Earthquake,7.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,1,0,0,0,0,0,0,0,0
2013,1,5,8,58,19.3,definite tsunami,Earthquake,7.5,USA,"SE. ALASKA, AK",55.393,-134.652,1.5,0,0,0,0,0,1,0,0
2013,2,6,1,12,25.8,definite tsunami,Earthquake,7.9,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.766,165.114,11,0,0,10,15,0,2,588,3
2013,2,8,15,26,38.4,definite tsunami,Earthquake,7,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.928,166.018,0.09,0,0,0,0,0,0,0,0
2013,4,19,3,5,52.6,questionable tsunami,Earthquake,7.2,RUSSIA,S. KURIL ISLANDS,46.221,150.788,0.2,0,0,0,0,0,0,0,0
2013,7,21,5,9,31.4,definite tsunami,Earthquake,6.5,NEW ZEALAND,COOK STRAIT,-41.704,174.337,0.07,0,0,0,0,0,0,0,0
2013,8,16,2,31,47,definite tsunami,Earthquake,6.5,NEW ZEALAND,WELLINGTON,-41.731,174.027,0.08,0,0,0,0,0,0,0,0
2013,10,25,17,10,0,definite tsunami,Earthquake,7.1,JAPAN,E. COAST HONSHU ISLAND,37.2,144.6,0.4,0,0,0,0,0,0,0,0
2013,11,17,9,4,53,definite tsunami,Earthquake,7.7,ANTARCTICA,SCOTIA SEA,-60.274,-46.401,0.15,0,0,0,0,0,0,0,0
2014,3,16,21,16,0,definite tsunami,Earthquake,6.7,CHILE,NORTHERN CHILE,-19.965,-70.814,0.26,0,0,0,0,0,0,0,0
2014,4,1,23,46,26,definite tsunami,Earthquake,8.2,CHILE,NORTHERN CHILE,-19.61,-70.769,4.63,0,0,0,0,0,1,0,0
2014,4,3,2,43,11,definite tsunami,Earthquake,7.7,CHILE,NORTHERN CHILE,-20.571,-70.493,0.74,0,0,0,0,0,0,0,0
2014,4,12,20,14,3,definite tsunami,Earthquake,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.27,162.148,0.03,0,0,0,0,0,0,0,0
2014,4,13,12,36,23,definite tsunami,Earthquake,7.4,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.463,162.051,0.16,0,0,0,0,0,0,0,0
